complaint,department
urgent wter presure to low tps runing dry pleas help Kuvempu Nagar near metro pillar 142,Water
Serious public grievance: there is a mud and silt coming through kitchen taps after water line repair outside Govt Girls Hostel. This is sediment choking domestic water filters. Kindly take remedial action.,Water
"Community drinking water cooler unit out of order and dry opposite bus stop, daily commuters and pedestrians left without water in heat.",Water
"Due to municipal drinking water overhead tank overflowing for hours unattended right in front of Co-operative Bank, it is float valve failure wasting potable water reservoir.",Water
"Due to drinking water contaminated with sewage smell and black particles right in front of Fire Brigade Station, it is several residents suffering from stomach infections.",Water
"Unauthorized puncture on municipal drinking water main line near Ramakrishna Puram main gate, illegal water diversion causing acute shortage downstream.",Water
"Between defence enclave and nehru roundabout, no water coming in taps since last 4 days kindly supply tanker. Kindly resolve.",Water
"In Indira Gandhi Colony Ward 11, our ward getting only 20 mins water while other areas getting 2 hours since yesterday. Very difficult situation.",Water
Water pressure is very low not even filling one bucket in 1 hour opposite service road turn since yesterday.,Water
Main water pipe is broken drinking water running on road wastefully since yesterday right in front of Govt Primary School. High danger.,Water
"Due to zero municipal drinking water supply for the past five consecutive days on Bypass Road, it is residents forced to purchase expensive private tankers.",Water
"No water coming in taps since last 4 days kindly supply tanker near Siddhartha Nagar main gate, please take action immediately.",Water
"Due to municipal drinking water overhead tank overflowing for hours unattended on Station Approach Road, Ward 190, it is float valve failure wasting potable water reservoir.",Water
"At market four roads, drinking water line damaged during road work please repair immediately. Kindly resolve.",Water
"Sir, drinking water is coming dirty and smelling like drainage in Teachers Colony. Nobody is responding.",Water
"In Vidya Nagar Ward 4, tap water is full yellow color cannot drink or use for cooking since morning. Very difficult situation.",Water
watertanker did not cm today peopl strugling for watr near police station NH Bypass Service Road,Water
"Damaged distribution pipeline joint near water reservoir right in front of Sub-Registrar Office, continuous gush of potable water flooding street.",Water
Water quality in ward 14 smells like chlorine overdose causing skin irritation,Water
"Please help, mud and silt coming through kitchen taps after water line repair near milk booth, sediment choking domestic water filters. Please send team as soon as possible.",Water
Drinking water is coming dirty and smelling like drainage since yesterday on Station Approach Road. High danger.,Water
"Sir, colony borewell motor spoiled please send mechanic urgently on GIDC Road. Nobody is responding.",Water
"Water supply timing is very irregular please give water on fixed schedule in Vidya Nagar, please take action immediately.",Water
Water tanker driver demanding extra money and not giving full water after last rain close to toll plaza. High danger.,Water
tap watr is smeling bd and dirty colr husehold prblm ward 135 since 2 days kindly fix,Water
"In Balaji Layout Ward 37, water supply timing is very irregular please give water on fixed schedule since past 10 days. Very difficult situation.",Water
Drinking water line damaged during road work please repair immediately close to slaughterhouse cross since past 10 days.,Water
"At the entry of siddhartha nagar, tap water is full yellow color cannot drink or use for cooking. Kindly resolve.",Water
plz help drnking watr not comming in taps since 3 days on Ring Road,Water
"Due to community drinking water cooler unit out of order and dry opposite bus stop, it is daily commuters and pedestrians left without water in heat.",Water
"In Kasturba Extension Ward 126, main water pipe is broken drinking water running on road wastefully from last 3 days. Very difficult situation.",Water
Serious public grievance: there is a drinking water pipeline fractured during JCB road excavation in Ramakrishna Puram. This is huge volume of water flooding the colony street. Kindly take remedial action.,Water
Drinking water is coming dirty and smelling like drainage near weekly bazaar ground for past one week.,Water
Public safety at severe risk: zero municipal drinking water supply for the past five consecutive days along College Road! It is residents forced to purchase expensive private tankers. Immediate action requested.,Water
Water meter spinning rapidly due to air pockets but delivering zero water in Postal Layout.,Water
"Sir, our ward getting only 20 mins water while other areas getting 2 hours outside Govt Primary School. Nobody is responding.",Water
"In Ramakrishna Puram Ward 22, water pressure is very low not even filling one bucket in 1 hour from last 3 days. Very difficult situation.",Water
"No water coming in taps since last 4 days kindly supply tanker at Nehru Roundabout, please take action immediately.",Water
"No water coming in taps since last 4 days kindly supply tanker at Ward 83, please take action immediately.",Water
"Sir, tap water is full yellow color cannot drink or use for cooking at the entry of Sri Krishna Layout. Nobody is responding.",Water
wter presure to low tps runing dry pleas help ward 176 since 2 days kindly fix,Water
"Colony borewell motor spoiled please send mechanic urgently at the entry of Green Glen Layout, please take action immediately.",Water
"Municipal water tanker did not arrive as per scheduled distribution near Surya Nagar Ward 12 main gate, slum cluster left without single drop of drinking water.",Water
Water pressure is very low not even filling one bucket in 1 hour after last rain at Bypass Intersection. High danger.,Water
"Municipal water tanker did not arrive as per scheduled distribution on Station Road, Ward 44.",Water
"In Telecom Colony Ward 83, water tanker driver demanding extra money and not giving full water after last rain. Very difficult situation.",Water
Urgent! Major emergency: broken municipal air release valve spraying drinking water into air at Ward 59! It is surrounding properties getting waterlogged with clean water. Immediate action requested.,Water
urgent drnking watr not comming in taps since 3 days Green Glen Layout near bus terminus,Water
Water pipe is leaking outside my house and clean drinking water is wasting,Water
Urgent! Major emergency: unauthorized puncture on municipal drinking water main line between Vikas Enclave and Market Four Roads! It is illegal water diversion causing acute shortage downstream. Immediate action requested.,Water
tap watr is smeling bd and dirty colr husehold prblm in Surya Nagar Ward 12 ward 162,Water
Colony borewell motor spoiled please send mechanic urgently since morning near post office. High danger.,Water
"Right in front of railway staff colony, water supply timing is very irregular please give water on fixed schedule. Kindly resolve.",Water
Water tanker driver demanding extra money and not giving full water between Green Glen Layout and Ambedkar Chowk since yesterday.,Water
"Main water pipe is broken drinking water running on road wastefully in Kasturba Extension, please take action immediately.",Water
"Colony borewell motor spoiled please send mechanic urgently on GIDC Road, please take action immediately.",Water
urgent tap watr is smeling bd and dirty colr husehold prblm Vivekananda Colony near petrol pump,Water
Municipal drinking water overhead tank overflowing for hours unattended at Nehru Roundabout.,Water
tap watr is smeling bd and dirty colr husehold prblm in Gandhi Gram ward 169,Water
Complaint regarding there is a underground drinking water main leaking continuously outside Ward Office. This is water pooling on surface while taps remain completely dry. Kindly take remedial action.,Water
Drinking water contaminated with sewage smell and black particles along Church Road.,Water
"Opposite milk booth, tap water is full yellow color cannot drink or use for cooking. Kindly resolve.",Water
"Right in front of esi hospital, main water pipe is broken drinking water running on road wastefully. Kindly resolve.",Water
Kindly note that there is a municipal borewell pump motor burned out and not replaced right in front of State Transport Depot. This is colony community tap dry for over a week. Kindly take remedial action.,Water
"Water pressure is very low not even filling one bucket in 1 hour at Gandhi Circle, please take action immediately.",Water
"Due to municipal water tanker did not arrive as per scheduled distribution at Ward 164, it is slum cluster left without single drop of drinking water.",Water
Drinking water is coming dirty and smelling like drainage since morning at the entry of Adarsh Layout. High danger.,Water
"Due to foul kerosene-like chemical smell in municipal tap water at the entry of Teachers Colony, it is drinking water suspected to be chemically polluted.",Water
"Our ward getting only 20 mins water while other areas getting 2 hours along 80 Feet Road, please take action immediately.",Water
Main water pipe is broken drinking water running on road wastefully after last rain in Vivekananda Colony. High danger.,Water
"Due to drinking water supply line air-locked preventing water flow to households on GIDC Road, it is no water coming out of taps despite supply hours.",Water
Disaster waiting to happen: unauthorized puncture on municipal drinking water main line outside Fish Market Yard! It is illegal water diversion causing acute shortage downstream. Immediate action requested.,Water
"In Kasturba Extension Ward 113, water supply timing is very irregular please give water on fixed schedule after last rain. Very difficult situation.",Water
Underground drinking water main leaking continuously along Link Road.,Water
"In Defence Enclave Ward 62, water supply timing is very irregular please give water on fixed schedule since past 10 days. Very difficult situation.",Water
Drinking water line damaged during road work please repair immediately for past one week at the entry of Ashok Vihar Phase 2. High danger.,Water
Worms and insect larvae visible in municipal tap water supply at Ward 116.,Water
"Water meter spinning rapidly due to air pockets but delivering zero water opposite SBI ATM, erroneous excessive billing generated.",Water
"Sir please look into this, drinking water pressure completely collapsed since valve repair work at the entry of Shastri Nagar, unable to fill basic domestic buckets. Please send team as soon as possible.",Water
"At highway junction, water pressure is very low not even filling one bucket in 1 hour. Kindly resolve.",Water
plz help pipelin brok clean watr wasting on road fix fast on Hospital Road,Water
Main water pipe is broken drinking water running on road wastefully outside Govt Girls Hostel since past 10 days.,Water
"Sir, colony borewell motor spoiled please send mechanic urgently behind Co-operative Bank. Nobody is responding.",Water
"Near siddhartha nagar main gate, our ward getting only 20 mins water while other areas getting 2 hours. Kindly resolve.",Water
Very serious hazard: public drinking water tap leaking non-stop 24 hours a day close to clock tower! It is clean potable water flowing down into gutter. Immediate action requested.,Water
"Complaining for the third time, community drinking water cooler unit out of order and dry between Vikas Enclave and Collectorate Circle, daily commuters and pedestrians left without water in heat. Please send team as soon as possible.",Water
wter presure to low tps runing dry pleas help ward 129 since 2 days kindly fix,Water
tap watr is smeling bd and dirty colr husehold prblm ward 173 since 2 days kindly fix,Water
"In Bhavani Nagar Ward 197, water tanker driver demanding extra money and not giving full water since two weeks. Very difficult situation.",Water
Water tanker driver demanding extra money and not giving full water every evening close to petrol pump. High danger.,Water
"In Green Glen Layout Ward 197, colony borewell motor spoiled please send mechanic urgently for past one week. Very difficult situation.",Water
"Sir, water tanker driver demanding extra money and not giving full water on Temple Street. Nobody is responding.",Water
"In Gandhi Gram Ward 75, main water pipe is broken drinking water running on road wastefully since yesterday. Very difficult situation.",Water
"Close to weekly bazaar ground, tap water is full yellow color cannot drink or use for cooking. Kindly resolve.",Water
"Main water pipe is broken drinking water running on road wastefully between Bhavani Nagar and Ashok Pillar Crossing, please take action immediately.",Water
watertanker did not cm today peopl strugling for watr in Surya Nagar Ward 12 ward 181,Water
No water coming in taps since last 4 days kindly supply tanker along Inner Circular Road since morning.,Water
watertanker did not cm today peopl strugling for watr near police station Main Road,Water
"Right in front of ward office, water supply timing is very irregular please give water on fixed schedule. Kindly resolve.",Water
"Due to damaged distribution pipeline joint near water reservoir between Teachers Colony and Patel Chowk, it is continuous gush of potable water flooding street.",Water
"Due to tap water coming extremely muddy, brown, and foul-smelling on Ring Road, Ward 54, it is completely unfit for cooking and consumption.",Water
"Due to drinking water pipeline burst with high-pressure fountain near Siddhartha Nagar main gate, it is millions of liters of clean water being wasted.",Water
"Complaining for the third time, drinking water pressure completely collapsed since valve repair work on Church Road, Ward 186, unable to fill basic domestic buckets. Please send team as soon as possible.",Water
Broken municipal air release valve spraying drinking water into air between Bhavani Nagar and Highway Junction.,Water
"Sir, water pressure is very low not even filling one bucket in 1 hour along Market Road. Nobody is responding.",Water
Colony borewell motor spoiled please send mechanic urgently on NH Bypass Service Road since yesterday.,Water
Colony borewell motor spoiled please send mechanic urgently at Shivaji Circle since yesterday.,Water
watertanker did not cm today peopl strugling for watr in Green Glen Layout ward 183,Water
Extremely hazardous condition: worms and insect larvae visible in municipal tap water supply near overhead water tank! It is gross hygiene failure in public drinking supply. Immediate action requested.,Water
urgent drnking watr not comming in taps since 3 days Teachers Colony near junction roundabout,Water
"At old post office junction, water supply timing is very irregular please give water on fixed schedule. Kindly resolve.",Water
"Water supply timing is very irregular please give water on fixed schedule in Siddhartha Nagar, please take action immediately.",Water
Broken municipal air release valve spraying drinking water into air at Ward 100.,Water
"At nehru roundabout, colony borewell motor spoiled please send mechanic urgently. Kindly resolve.",Water
wter presure to low tps runing dry pleas help near central vegetable market Service Lane,Water
"Sir, tap water is full yellow color cannot drink or use for cooking behind Maternity Clinic. Nobody is responding.",Water
"Sir please look into this, public drinking water tap leaking non-stop 24 hours a day near Pragati Colony main gate, clean potable water flowing down into gutter. Please send team as soon as possible.",Water
watertanker did not cm today peopl strugling for watr ward 105 since 2 days kindly fix,Water
"Due to underground drinking water main leaking continuously opposite temple road, it is water pooling on surface while taps remain completely dry.",Water
"Due to mud and silt coming through kitchen taps after water line repair near fire station, it is sediment choking domestic water filters.",Water
Our ward getting only 20 mins water while other areas getting 2 hours right in front of Maternity Clinic for past one week.,Water
Colony borewell motor spoiled please send mechanic urgently from last 3 days at Ward 198. High danger.,Water
Complaint regarding there is a drinking water pipeline fractured during JCB road excavation near Surya Nagar Ward 12 main gate. This is huge volume of water flooding the colony street. Kindly take remedial action.,Water
"Near pragati colony main gate, no water coming in taps since last 4 days kindly supply tanker. Kindly resolve.",Water
Extremely hazardous condition: worms and insect larvae visible in municipal tap water supply in Kasturba Extension! It is gross hygiene failure in public drinking supply. Immediate action requested.,Water
"In Kasturba Extension Ward 58, main water pipe is broken drinking water running on road wastefully every evening. Very difficult situation.",Water
Our ward getting only 20 mins water while other areas getting 2 hours after last rain on 100 Feet Intermediate Road. High danger.,Water
urgent tap watr is smeling bd and dirty colr husehold prblm Defence Enclave near metro pillar 142,Water
"In Green Glen Layout Ward 110, water supply timing is very irregular please give water on fixed schedule after last rain. Very difficult situation.",Water
Rusted municipal water pipe leaking chlorinated water into foundations at Ward 44.,Water
"Due to drinking water pipeline burst with high-pressure fountain behind Railway Staff Colony, it is millions of liters of clean water being wasted.",Water
"Sir, no water coming in taps since last 4 days kindly supply tanker near Siddhartha Nagar main gate. Nobody is responding.",Water
"Sir, water supply timing is very irregular please give water on fixed schedule near public park gate. Nobody is responding.",Water
Complaint regarding there is a municipal borewell pump motor burned out and not replaced between Gandhi Gram and University Cross. This is colony community tap dry for over a week. Kindly take remedial action.,Water
pipelin brok clean watr wasting on road fix fast ward 50 since 2 days kindly fix,Water
"In sri krishna layout, water pressure is very low not even filling one bucket in 1 hour. Kindly resolve.",Water
"Sir, water tanker driver demanding extra money and not giving full water on Station Approach Road. Nobody is responding.",Water
"Respected sir, erratic water supply timing releasing water at 2:30 AM without notice on Station Approach Road, Ward 178, working families unable to collect drinking water. Please send team as soon as possible.",Water
"Drinking water pipeline fractured during jcb road excavation opposite slaughterhouse cross, huge volume of water flooding the colony street.",Water
"Hello civic team, damaged distribution pipeline joint near water reservoir opposite district library, continuous gush of potable water flooding street. Please send team as soon as possible.",Water
urgent drnking watr not comming in taps since 3 days Ashok Vihar Phase 2 near industrial estate gate,Water
drnking watr not comming in taps since 3 days near industrial estate gate NH Bypass Service Road,Water
"Hello civic team, erratic water supply timing releasing water at 2:30 AM without notice along 80 Feet Road, working families unable to collect drinking water. Please send team as soon as possible.",Water
urgent pipelin brok clean watr wasting on road fix fast Vinayaka Nagar near electricity sub-station,Water
tap watr is smeling bd and dirty colr husehold prblm ward 20 since 2 days kindly fix,Water
"Colony borewell motor spoiled please send mechanic urgently behind Co-operative Bank, please take action immediately.",Water
plz help watertanker did not cm today peopl strugling for watr on Inner Circular Road,Water
Immediate intervention needed! underground drinking water main leaking continuously at Ambedkar Chowk! It is water pooling on surface while taps remain completely dry. Immediate action requested.,Water
"In Kasturba Extension Ward 121, tap water is full yellow color cannot drink or use for cooking after last rain. Very difficult situation.",Water
"Please help, public drinking water tap leaking non-stop 24 hours a day at Collectorate Circle, clean potable water flowing down into gutter. Please send team as soon as possible.",Water
Urgent attention required: there is a municipal water supply valve broken and jammed in closed position behind Fire Brigade Station. This is entire lane deprived of scheduled water supply. Kindly take remedial action.,Water
pipelin brok clean watr wasting on road fix fast in Vidya Nagar ward 172,Water
"In Netaji Nagar Ward 58, no water coming in taps since last 4 days kindly supply tanker for past one week. Very difficult situation.",Water
pipelin brok clean watr wasting on road fix fast ward 103 since 2 days kindly fix,Water
Worms and insect larvae visible in municipal tap water supply at Subhash Nagar Crossing.,Water
"In Green Glen Layout Ward 99, water tanker driver demanding extra money and not giving full water from last 3 days. Very difficult situation.",Water
Public drinking water tap leaking non-stop 24 hours a day near Netaji Nagar main gate.,Water
"In Vivekananda Colony Ward 152, our ward getting only 20 mins water while other areas getting 2 hours since two weeks. Very difficult situation.",Water
Critical danger: drinking water pipeline burst with high-pressure fountain behind Urban Health Post! It is millions of liters of clean water being wasted. Immediate action requested.,Water
"Sir please look into this, water supply pressure is drastically low at the entry of Shastri Nagar, water not reaching overhead tanks on first floor. Please send team as soon as possible.",Water
Water pressure is very low not even filling one bucket in 1 hour at Ward 22 after last rain.,Water
Urgent attention required: there is a water supply pressure is drastically low near Telecom Colony main gate. This is water not reaching overhead tanks on first floor. Kindly take remedial action.,Water
"Opposite community hall, drinking water is coming dirty and smelling like drainage. Kindly resolve.",Water
Drinking water line damaged during road work please repair immediately for past one week on Station Approach Road. High danger.,Water
Water supply pressure is drastically low on Station Approach Road.,Water
"No water coming in taps since last 4 days kindly supply tanker on 6th Cross Avenue, please take action immediately.",Water
Very serious hazard: zero municipal drinking water supply for the past five consecutive days opposite toll plaza! It is residents forced to purchase expensive private tankers. Immediate action requested.,Water
"Drinking water is coming dirty and smelling like drainage opposite town hall, please take action immediately.",Water
This is to report that there is a water supply pressure is drastically low near slaughterhouse cross. This is water not reaching overhead tanks on first floor. Kindly take remedial action.,Water
"Sir, drinking water line damaged during road work please repair immediately close to fire station. Nobody is responding.",Water
"Drinking water line damaged during road work please repair immediately behind Govt Girls Hostel, please take action immediately.",Water
"Sir please look into this, underground drinking water main leaking continuously right in front of Fish Market Yard, water pooling on surface while taps remain completely dry. Please send team as soon as possible.",Water
"Due to water supply pressure is drastically low at Ward 86, it is water not reaching overhead tanks on first floor.",Water
"Water supply duration reduced to just 15 minutes every alternate day near government high school, insufficient volume to meet basic household drinking needs.",Water
Urgent! Major emergency: community drinking water cooler unit out of order and dry at Shivaji Circle! It is daily commuters and pedestrians left without water in heat. Immediate action requested.,Water
"Due to community drinking water cooler unit out of order and dry on Cross Road 4, it is daily commuters and pedestrians left without water in heat.",Water
"Due to water supply duration reduced to just 15 minutes every alternate day behind ESI Hospital, it is insufficient volume to meet basic household drinking needs.",Water
"Drinking water line damaged during road work please repair immediately between Vinayaka Nagar and Collectorate Circle, please take action immediately.",Water
Water supply timing is very irregular please give water on fixed schedule after last rain close to fire station. High danger.,Water
plz help tap watr is smeling bd and dirty colr husehold prblm on Station Road,Water
"Our ward getting only 20 mins water while other areas getting 2 hours at Old Post Office Junction, please take action immediately.",Water
drnking watr not comming in taps since 3 days in Green Glen Layout ward 55,Water
"Sir please look into this, public drinking water tap leaking non-stop 24 hours a day along 100 Feet Intermediate Road, clean potable water flowing down into gutter. Please send team as soon as possible.",Water
urgent watertanker did not cm today peopl strugling for watr Surya Nagar Ward 12 near primary health centre,Water
Disaster waiting to happen: water supply pressure is drastically low at the entry of Mahalakshmi Layout! It is water not reaching overhead tanks on first floor. Immediate action requested.,Water
Colony borewell motor spoiled please send mechanic urgently since two weeks on Cross Road 4. High danger.,Water
"Main water pipe is broken drinking water running on road wastefully behind Maternity Clinic, please take action immediately.",Water
This is to report that there is a underground drinking water main leaking continuously near Gandhi Gram main gate. This is water pooling on surface while taps remain completely dry. Kindly take remedial action.,Water
"In Kasturba Extension Ward 10, colony borewell motor spoiled please send mechanic urgently since morning. Very difficult situation.",Water
watertanker did not cm today peopl strugling for watr near junction roundabout Station Road,Water
pipelin brok clean watr wasting on road fix fast ward 53 since 2 days kindly fix,Water
Citizens facing acute problem because there is a water meter spinning rapidly due to air pockets but delivering zero water in Gandhi Gram. This is erroneous excessive billing generated. Kindly take remedial action.,Water
Colony borewell motor spoiled please send mechanic urgently on 80 Feet Road after last rain.,Water
"Behind urban health post, tap water is full yellow color cannot drink or use for cooking. Kindly resolve.",Water
Water tanker driver demanding extra money and not giving full water every evening in Gandhi Gram. High danger.,Water
drnking watr not comming in taps since 3 days in Indira Gandhi Colony ward 72,Water
Water pressure is very low not even filling one bucket in 1 hour every evening at Gandhi Circle. High danger.,Water
This is to report that there is a public drinking water tap leaking non-stop 24 hours a day behind Maternity Clinic. This is clean potable water flowing down into gutter. Kindly take remedial action.,Water
Tap water is full yellow color cannot drink or use for cooking since yesterday near bus terminus. High danger.,Water
"In Vinayaka Nagar Ward 184, water supply timing is very irregular please give water on fixed schedule since yesterday. Very difficult situation.",Water
"Hello civic team, erratic water supply timing releasing water at 2:30 AM without notice along Station Road, working families unable to collect drinking water. Please send team as soon as possible.",Water
"Hello civic team, water supply pressure is drastically low at Clock Tower Square, water not reaching overhead tanks on first floor. Please send team as soon as possible.",Water
"Municipal water supply valve broken and jammed in closed position in Rajaji Sector 3, entire lane deprived of scheduled water supply.",Water
"Due to unauthorized puncture on municipal drinking water main line behind Sub-Registrar Office, it is illegal water diversion causing acute shortage downstream.",Water
"Sir, drinking water line damaged during road work please repair immediately on Inner Circular Road, Ward 109. Nobody is responding.",Water
Water tanker driver demanding extra money and not giving full water close to petrol pump every evening.,Water
Drinking water is coming dirty and smelling like drainage close to bus stop since yesterday.,Water
"In Surya Nagar Ward 12 Ward 73, our ward getting only 20 mins water while other areas getting 2 hours since two weeks. Very difficult situation.",Water
"Kindly fix this problem, water supply duration reduced to just 15 minutes every alternate day along 100 Feet Intermediate Road, insufficient volume to meet basic household drinking needs. Please send team as soon as possible.",Water
Civic issue reported: there is a municipal drinking water overhead tank overflowing for hours unattended close to bus stop. This is float valve failure wasting potable water reservoir. Kindly take remedial action.,Water
Main water pipe is broken drinking water running on road wastefully since yesterday between Gandhi Gram and Station T-Junction. High danger.,Water
Water supply timing is very irregular please give water on fixed schedule in Siddhartha Nagar since morning.,Water
"Main water pipe is broken drinking water running on road wastefully close to APMC market yard, please take action immediately.",Water
"In Vidya Nagar Ward 51, our ward getting only 20 mins water while other areas getting 2 hours after last rain. Very difficult situation.",Water
"Sir, no water coming in taps since last 4 days kindly supply tanker opposite rotary circle. Nobody is responding.",Water
pipelin brok clean watr wasting on road fix fast near metro pillar 142 Cross Road 4,Water
Drinking water line damaged during road work please repair immediately every evening at Ward 84. High danger.,Water
Damaged distribution pipeline joint near water reservoir at Ward 195.,Water
Our ward getting only 20 mins water while other areas getting 2 hours outside City Library since two weeks.,Water
plz help tap watr is smeling bd and dirty colr husehold prblm on Temple Street,Water
"Drinking water line damaged during road work please repair immediately outside Ward Office, please take action immediately.",Water
"Tap water coming extremely muddy, brown, and foul-smelling behind Civil Court, completely unfit for cooking and consumption.",Water
drnking watr not comming in taps since 3 days near district library 80 Feet Road,Water
Our ward getting only 20 mins water while other areas getting 2 hours after last rain along Inner Circular Road. High danger.,Water
"Sir, colony borewell motor spoiled please send mechanic urgently along Main Road. Nobody is responding.",Water
"On cross road 4, colony borewell motor spoiled please send mechanic urgently. Kindly resolve.",Water
pipelin brok clean watr wasting on road fix fast in Bhavani Nagar ward 189,Water
"Sir, no water coming in taps since last 4 days kindly supply tanker near Pragati Colony main gate. Nobody is responding.",Water
Our ward getting only 20 mins water while other areas getting 2 hours along Inner Circular Road after last rain.,Water
drnking watr not comming in taps since 3 days ward 109 since 2 days kindly fix,Water
"Public drinking water tap leaking non-stop 24 hours a day in Green Glen Layout, clean potable water flowing down into gutter.",Water
Drinking water is coming dirty and smelling like drainage since two weeks behind Kendriya Vidyalaya. High danger.,Water
No water coming in taps since last 4 days kindly supply tanker since yesterday at Bypass Intersection. High danger.,Water
"Tap water coming extremely muddy, brown, and foul-smelling in Santosh Nagar.",Water
"In Telecom Colony Ward 90, main water pipe is broken drinking water running on road wastefully from last 3 days. Very difficult situation.",Water
Civic issue reported: there is a public drinking water tap leaking non-stop 24 hours a day at the entry of Vikas Enclave. This is clean potable water flowing down into gutter. Kindly take remedial action.,Water
"Water supply pressure is drastically low on Temple Street, Ward 164, water not reaching overhead tanks on first floor.",Water
No water coming in taps since last 4 days kindly supply tanker since yesterday right in front of Railway Staff Colony. High danger.,Water
"Our ward getting only 20 mins water while other areas getting 2 hours on GIDC Road, please take action immediately.",Water
"Public drinking water tap leaking non-stop 24 hours a day on Service Lane, Ward 198, clean potable water flowing down into gutter.",Water
pipelin brok clean watr wasting on road fix fast ward 108 since 2 days kindly fix,Water
"Tap water is full yellow color cannot drink or use for cooking between Teachers Colony and Patel Chowk, please take action immediately.",Water
Complaint regarding there is a zero municipal drinking water supply for the past five consecutive days in Ramakrishna Puram. This is residents forced to purchase expensive private tankers. Kindly take remedial action.,Water
"In Sri Krishna Layout Ward 32, no water coming in taps since last 4 days kindly supply tanker since yesterday. Very difficult situation.",Water
watertanker did not cm today peopl strugling for watr ward 193 since 2 days kindly fix,Water
"In Ramakrishna Puram Ward 10, water pressure is very low not even filling one bucket in 1 hour since past 10 days. Very difficult situation.",Water
Water tanker driver demanding extra money and not giving full water since yesterday in Santosh Nagar. High danger.,Water
Extremely hazardous condition: community drinking water cooler unit out of order and dry outside Kendriya Vidyalaya! It is daily commuters and pedestrians left without water in heat. Immediate action requested.,Water
Drinking water line damaged during road work please repair immediately every evening at Ward 19. High danger.,Water
Drinking water line damaged during road work please repair immediately from last 3 days outside Kendriya Vidyalaya. High danger.,Water
Foul kerosene-like chemical smell in municipal tap water near Tilak Road Extension main gate.,Water
"Extremely hazardous condition: zero municipal drinking water supply for the past five consecutive days on Main Road, Ward 86! It is residents forced to purchase expensive private tankers. Immediate action requested.",Water
"Due to drinking water contaminated with sewage smell and black particles opposite junction roundabout, it is several residents suffering from stomach infections.",Water
pipelin brok clean watr wasting on road fix fast near APMC market yard Station Approach Road,Water
Our ward getting only 20 mins water while other areas getting 2 hours since morning outside Govt Primary School. High danger.,Water
"In Ashok Vihar Phase 2 Ward 2, main water pipe is broken drinking water running on road wastefully since past 10 days. Very difficult situation.",Water
Our ward getting only 20 mins water while other areas getting 2 hours at Ward 178 since two weeks.,Water
Municipal water supply valve broken and jammed in closed position at Bypass Intersection.,Water
wter presure to low tps runing dry pleas help near auto rickshaw stand Service Lane,Water
"Sir, drinking water is coming dirty and smelling like drainage opposite town hall. Nobody is responding.",Water
"Due to public drinking water tap leaking non-stop 24 hours a day along Main Road, it is clean potable water flowing down into gutter.",Water
Drinking water line damaged during road work please repair immediately after last rain at the entry of Ashok Vihar Phase 2. High danger.,Water
pipelin brok clean watr wasting on road fix fast in Vikas Enclave ward 56,Water
"In Postal Layout Ward 119, main water pipe is broken drinking water running on road wastefully since two weeks. Very difficult situation.",Water
"Water supply timing is very irregular please give water on fixed schedule close to fire station, please take action immediately.",Water
watertanker did not cm today peopl strugling for watr near milk booth 80 Feet Road,Water
"Drinking water is coming dirty and smelling like drainage on 6th Cross Avenue, Ward 47, please take action immediately.",Water
"Sir, water tanker driver demanding extra money and not giving full water close to toll plaza. Nobody is responding.",Water
"Underground drinking water main leaking continuously near post office, water pooling on surface while taps remain completely dry.",Water
Foul kerosene-like chemical smell in municipal tap water at Ward 85.,Water
Our ward getting only 20 mins water while other areas getting 2 hours along 80 Feet Road since past 10 days.,Water
Tap water is full yellow color cannot drink or use for cooking outside Kendriya Vidyalaya after last rain.,Water
urgent pipelin brok clean watr wasting on road fix fast Telecom Colony near central vegetable market,Water
"In Mahalakshmi Layout Ward 153, no water coming in taps since last 4 days kindly supply tanker since morning. Very difficult situation.",Water
urgent drnking watr not comming in taps since 3 days Kasturba Extension near junction roundabout,Water
"Water supply timing is very irregular please give water on fixed schedule at the entry of Kasturba Extension, please take action immediately.",Water
Drinking water line damaged during road work please repair immediately near Telecom Colony main gate since two weeks.,Water
"Underground drinking water main leaking continuously outside Maternity Clinic, water pooling on surface while taps remain completely dry.",Water
Disaster waiting to happen: drinking water contaminated with sewage smell and black particles in Pragati Colony! It is several residents suffering from stomach infections. Immediate action requested.,Water
"Municipal drinking water overhead tank overflowing for hours unattended near Vinayaka Nagar main gate, float valve failure wasting potable water reservoir.",Water
Drinking water is coming dirty and smelling like drainage opposite community hall since yesterday.,Water
"At shivaji circle, colony borewell motor spoiled please send mechanic urgently. Kindly resolve.",Water
pipelin brok clean watr wasting on road fix fast ward 56 since 2 days kindly fix,Water
"Due to municipal water supply valve broken and jammed in closed position outside Kendriya Vidyalaya, it is entire lane deprived of scheduled water supply.",Water
tap watr is smeling bd and dirty colr husehold prblm ward 4 since 2 days kindly fix,Water
Water tanker driver demanding extra money and not giving full water right in front of Sub-Registrar Office since two weeks.,Water
"In Ashok Vihar Phase 2 Ward 127, no water coming in taps since last 4 days kindly supply tanker after last rain. Very difficult situation.",Water
Civic issue reported: there is a mud and silt coming through kitchen taps after water line repair right in front of Ration Shop. This is sediment choking domestic water filters. Kindly take remedial action.,Water
pipelin brok clean watr wasting on road fix fast in Shastri Nagar ward 198,Water
